"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"WA007401540","WINDHOEK, WA","2000-01-01","0.00","70","82","63"
"WA007401540","WINDHOEK, WA","2000-01-02","0.00","71","84","63"
"WA007401540","WINDHOEK, WA","2000-01-03","0.00","74","87","64"
"WA007401540","WINDHOEK, WA","2000-01-04","0.00","76","90","64"
"WA007401540","WINDHOEK, WA","2000-01-05","0.59","67","79","67"
"WA007401540","WINDHOEK, WA","2000-01-06","0.00","70","81","62"
"WA007401540","WINDHOEK, WA","2000-01-07","0.00","74","80","63"
"WA007401540","WINDHOEK, WA","2000-01-08","0.08","69","80","68"
"WA007401540","WINDHOEK, WA","2000-01-09","0.00","73","84","63"
"WA007401540","WINDHOEK, WA","2000-01-10","0.00","73","87","56"
"WA007401540","WINDHOEK, WA","2000-01-11","0.16","71","85","68"
"WA007401540","WINDHOEK, WA","2000-01-12","0.00","73","84","67"
"WA007401540","WINDHOEK, WA","2000-01-13","0.00","70","83","65"
"WA007401540","WINDHOEK, WA","2000-01-14","0.04","74","87","63"
"WA007401540","WINDHOEK, WA","2000-01-15","0.00","73","88","61"
"WA007401540","WINDHOEK, WA","2000-01-16","0.00","72","84","60"
"WA007401540","WINDHOEK, WA","2000-01-17","0.00","73","84","64"
"WA007401540","WINDHOEK, WA","2000-01-18","0.04","74","86","60"
"WA007401540","WINDHOEK, WA","2000-01-19","0.16","68","85","58"
"WA007401540","WINDHOEK, WA","2000-01-20","0.00","69","81","61"
"WA007401540","WINDHOEK, WA","2000-01-21","0.16","69","82","63"
"WA007401540","WINDHOEK, WA","2000-01-22","0.00","66","76","60"
"WA007401540","WINDHOEK, WA","2000-01-23","0.35","66","79","63"
"WA007401540","WINDHOEK, WA","2000-01-24","0.08","69","82","60"
"WA007401540","WINDHOEK, WA","2000-01-25","0.24","71","85","60"
"WA007401540","WINDHOEK, WA","2000-01-26","0.00","73","85","63"
"WA007401540","WINDHOEK, WA","2000-01-27","0.00","74","85","65"
"WA007401540","WINDHOEK, WA","2000-01-28","0.00","70","85","62"
"WA007401540","WINDHOEK, WA","2000-01-29","0.00","72","86","58"
"WA007401540","WINDHOEK, WA","2000-01-30","0.00","74","88",
"WA007401540","WINDHOEK, WA","2000-01-31","0.00","78","92",
"WA007401540","WINDHOEK, WA","2000-02-01","0.00","79","92","63"
"WA007401540","WINDHOEK, WA","2000-02-02","0.00","78","93","63"
"WA007401540","WINDHOEK, WA","2000-02-03","0.00","80","92","64"
"WA007401540","WINDHOEK, WA","2000-02-04","0.00","80","94","64"
"WA007401540","WINDHOEK, WA","2000-02-05","0.31","74","92","67"
"WA007401540","WINDHOEK, WA","2000-02-06","0.12","72","85","62"
"WA007401540","WINDHOEK, WA","2000-02-07","0.00","82","90","63"
"WA007401540","WINDHOEK, WA","2000-02-08","0.00","78","90","68"
"WA007401540","WINDHOEK, WA","2000-02-09","0.00","78","91","63"
"WA007401540","WINDHOEK, WA","2000-02-10","0.00","78","90","56"
"WA007401540","WINDHOEK, WA","2000-02-11","0.00","78","91","68"
"WA007401540","WINDHOEK, WA","2000-02-12","0.08","75","91","67"
"WA007401540","WINDHOEK, WA","2000-02-13","0.00","69","56","65"
"WA007401540","WINDHOEK, WA","2000-02-14","2.09","66","80","63"
"WA007401540","WINDHOEK, WA","2000-02-15","0.00","71","80","61"
"WA007401540","WINDHOEK, WA","2000-02-16","0.00","71","80","60"
"WA007401540","WINDHOEK, WA","2000-02-17","1.81","67","78","64"
"WA007401540","WINDHOEK, WA","2000-02-18","0.00","65","71","60"
"WA007401540","WINDHOEK, WA","2000-02-19","0.04","63","69","58"
"WA007401540","WINDHOEK, WA","2000-02-20","0.00","66","72","61"
"WA007401540","WINDHOEK, WA","2000-02-21","0.35","66","76","63"
"WA007401540","WINDHOEK, WA","2000-02-22","0.24","67","79","60"
"WA007401540","WINDHOEK, WA","2000-02-23","0.16","69","80","63"
"WA007401540","WINDHOEK, WA","2000-02-24","0.00","71","81","60"
"WA007401540","WINDHOEK, WA","2000-02-25","0.00","72","82","60"
"WA007401540","WINDHOEK, WA","2000-02-26","0.00","70","78","63"
"WA007401540","WINDHOEK, WA","2000-02-27","0.43","68","77","65"
"WA007401540","WINDHOEK, WA","2000-02-28","2.09","62","67","62"
"WA007401540","WINDHOEK, WA","2000-02-29","0.20","59","62","58"
"WA007401540","WINDHOEK, WA","2000-03-01","0.00","65","78","58"
"WA007401540","WINDHOEK, WA","2000-03-02","0.00","65","80","51"
"WA007401540","WINDHOEK, WA","2000-03-03","0.00","69","80","59"
"WA007401540","WINDHOEK, WA","2000-03-04","0.00","71","85","59"
"WA007401540","WINDHOEK, WA","2000-03-05","0.00","72","83","62"
"WA007401540","WINDHOEK, WA","2000-03-06","1.10","69","83","63"
"WA007401540","WINDHOEK, WA","2000-03-07","0.00","72","82","60"
"WA007401540","WINDHOEK, WA","2000-03-08","0.00","74","83","63"
"WA007401540","WINDHOEK, WA","2000-03-09","0.00","72","82","61"
"WA007401540","WINDHOEK, WA","2000-03-10","0.00","71","83","58"
"WA007401540","WINDHOEK, WA","2000-03-11","0.00","73","84","62"
"WA007401540","WINDHOEK, WA","2000-03-12","0.20","70","83","60"
"WA007401540","WINDHOEK, WA","2000-03-13","0.00","71","84","60"
"WA007401540","WINDHOEK, WA","2000-03-14","0.00","71","85","59"
"WA007401540","WINDHOEK, WA","2000-03-15","0.00","71","84","62"
"WA007401540","WINDHOEK, WA","2000-03-16","0.00","68","82","58"
"WA007401540","WINDHOEK, WA","2000-03-17","0.00","69","82","54"
"WA007401540","WINDHOEK, WA","2000-03-18","0.00","71","84","59"
"WA007401540","WINDHOEK, WA","2000-03-19","0.00","72","84","59"
"WA007401540","WINDHOEK, WA","2000-03-20","0.00","73","84","63"
"WA007401540","WINDHOEK, WA","2000-03-21","0.00","71","81","61"
"WA007401540","WINDHOEK, WA","2000-03-22","0.20","64","73","62"
"WA007401540","WINDHOEK, WA","2000-03-23","0.94","67","76","61"
"WA007401540","WINDHOEK, WA","2000-03-24","0.00","68","79","63"
"WA007401540","WINDHOEK, WA","2000-03-25","0.71","65","73","59"
"WA007401540","WINDHOEK, WA","2000-03-26","0.28","66","77","61"
"WA007401540","WINDHOEK, WA","2000-03-27","1.93","63","74","59"
"WA007401540","WINDHOEK, WA","2000-03-28","0.12","68","78","62"
"WA007401540","WINDHOEK, WA","2000-03-29","0.00","67","80","61"
"WA007401540","WINDHOEK, WA","2000-03-30","0.24","68","81","60"
"WA007401540","WINDHOEK, WA","2000-03-31","0.35","71","82","58"
"WA007401540","WINDHOEK, WA","2000-04-01","0.75","69","80","62"
"WA007401540","WINDHOEK, WA","2000-04-02","0.04","67","76","62"
"WA007401540","WINDHOEK, WA","2000-04-03","0.12","67","81","59"
"WA007401540","WINDHOEK, WA","2000-04-04","0.00","68","79","59"
"WA007401540","WINDHOEK, WA","2000-04-05","0.00","64","78","50"
"WA007401540","WINDHOEK, WA","2000-04-06","0.00","66","79","53"
"WA007401540","WINDHOEK, WA","2000-04-07","0.00","66","80","56"
"WA007401540","WINDHOEK, WA","2000-04-08","0.00","66","78","55"
"WA007401540","WINDHOEK, WA","2000-04-09","0.00","67","79","54"
"WA007401540","WINDHOEK, WA","2000-04-10","0.00","68","78","58"
"WA007401540","WINDHOEK, WA","2000-04-11","0.00","67","80","56"
"WA007401540","WINDHOEK, WA","2000-04-12","0.00","67","80","56"
"WA007401540","WINDHOEK, WA","2000-04-13","0.00","68","81","56"
"WA007401540","WINDHOEK, WA","2000-04-14","0.00","69","81","56"
"WA007401540","WINDHOEK, WA","2000-04-15","0.00","68","81","54"
"WA007401540","WINDHOEK, WA","2000-04-16","0.00","67","81","56"
"WA007401540","WINDHOEK, WA","2000-04-17","0.00","66","79","55"
"WA007401540","WINDHOEK, WA","2000-04-18","0.00","66","81","54"
"WA007401540","WINDHOEK, WA","2000-04-19","0.00","62","76","55"
"WA007401540","WINDHOEK, WA","2000-04-20","0.00","64","77","51"
"WA007401540","WINDHOEK, WA","2000-04-21","0.00","62","78","49"
"WA007401540","WINDHOEK, WA","2000-04-22","0.00","61","79","48"
"WA007401540","WINDHOEK, WA","2000-04-23","0.00","65","78","50"
"WA007401540","WINDHOEK, WA","2000-04-24","0.00","65","79","53"
"WA007401540","WINDHOEK, WA","2000-04-25","0.00","67","79","54"
"WA007401540","WINDHOEK, WA","2000-04-26","0.00","69","81","56"
"WA007401540","WINDHOEK, WA","2000-04-27","0.00","70","83","55"
"WA007401540","WINDHOEK, WA","2000-04-28","0.00","67","81","57"
"WA007401540","WINDHOEK, WA","2000-04-29","0.00","67","80","58"
"WA007401540","WINDHOEK, WA","2000-04-30","0.04","63","74","56"
"WA007401540","WINDHOEK, WA","2000-05-01","0.39","62","76","55"
"WA007401540","WINDHOEK, WA","2000-05-02","0.00","62","74","51"
"WA007401540","WINDHOEK, WA","2000-05-03","0.00","60","74","46"
"WA007401540","WINDHOEK, WA","2000-05-04","0.00","60","75","46"
"WA007401540","WINDHOEK, WA","2000-05-05","0.00","59","75","47"
"WA007401540","WINDHOEK, WA","2000-05-06","0.00","64","77","51"
"WA007401540","WINDHOEK, WA","2000-05-07","0.00","65","77","53"
"WA007401540","WINDHOEK, WA","2000-05-08","0.51","60","78","52"
"WA007401540","WINDHOEK, WA","2000-05-09","0.00","62","74","48"
"WA007401540","WINDHOEK, WA","2000-05-10","0.00","60","71","48"
"WA007401540","WINDHOEK, WA","2000-05-11","0.00","58","71","49"
"WA007401540","WINDHOEK, WA","2000-05-12","0.00","57","71","45"
"WA007401540","WINDHOEK, WA","2000-05-13","0.00","57","71","47"
"WA007401540","WINDHOEK, WA","2000-05-14","0.16","55","66","49"
"WA007401540","WINDHOEK, WA","2000-05-15","0.00","58","70","47"
"WA007401540","WINDHOEK, WA","2000-05-16","0.00","60","72","48"
"WA007401540","WINDHOEK, WA","2000-05-17","0.00","60","74","49"
"WA007401540","WINDHOEK, WA","2000-05-18","0.00","62","75","50"
"WA007401540","WINDHOEK, WA","2000-05-19","0.00","62","75","49"
"WA007401540","WINDHOEK, WA","2000-05-20","0.00","60","75","48"
"WA007401540","WINDHOEK, WA","2000-05-21","0.00","61","74","48"
"WA007401540","WINDHOEK, WA","2000-05-22","0.00","60","74","47"
"WA007401540","WINDHOEK, WA","2000-05-23","0.00","62","77","49"
"WA007401540","WINDHOEK, WA","2000-05-24","0.00","62","76","48"
"WA007401540","WINDHOEK, WA","2000-05-25","0.00","60","73","49"
"WA007401540","WINDHOEK, WA","2000-05-26","0.00","55","75","41"
"WA007401540","WINDHOEK, WA","2000-05-27","0.00","56","74","40"
"WA007401540","WINDHOEK, WA","2000-05-28","0.00","60","76","40"
"WA007401540","WINDHOEK, WA","2000-05-29","0.00","60","75","46"
"WA007401540","WINDHOEK, WA","2000-05-30","0.00","61","77","46"
"WA007401540","WINDHOEK, WA","2000-05-31","0.00","63","76","47"
"WA007401540","WINDHOEK, WA","2000-06-01","0.00","61","76","48"
"WA007401540","WINDHOEK, WA","2000-06-02","0.00","61","75","47"
"WA007401540","WINDHOEK, WA","2000-06-03","0.00","61","75","45"
"WA007401540","WINDHOEK, WA","2000-06-04","0.00","60","72","47"
"WA007401540","WINDHOEK, WA","2000-06-05","0.00","53","70","43"
"WA007401540","WINDHOEK, WA","2000-06-06","0.00","52","65","42"
"WA007401540","WINDHOEK, WA","2000-06-07","0.00","52","64","47"
"WA007401540","WINDHOEK, WA","2000-06-08","0.00","54","68","42"
"WA007401540","WINDHOEK, WA","2000-06-09","0.00","56","72","47"
"WA007401540","WINDHOEK, WA","2000-06-10","0.00","60","74","51"
"WA007401540","WINDHOEK, WA","2000-06-11","0.00","58","72","42"
"WA007401540","WINDHOEK, WA","2000-06-12","0.00","63","75","49"
"WA007401540","WINDHOEK, WA","2000-06-13","0.00","61","75","51"
"WA007401540","WINDHOEK, WA","2000-06-14","0.00","62","76","49"
"WA007401540","WINDHOEK, WA","2000-06-15","0.00","60","73","45"
"WA007401540","WINDHOEK, WA","2000-06-16","0.00","56","71","45"
"WA007401540","WINDHOEK, WA","2000-06-17","0.00","58","71","49"
"WA007401540","WINDHOEK, WA","2000-06-18","0.00","57","69","48"
"WA007401540","WINDHOEK, WA","2000-06-19","0.00","56","69","45"
"WA007401540","WINDHOEK, WA","2000-06-20","0.00","58","72","45"
"WA007401540","WINDHOEK, WA","2000-06-21","0.00","60","72","47"
"WA007401540","WINDHOEK, WA","2000-06-22","0.00","57","70","45"
"WA007401540","WINDHOEK, WA","2000-06-23","0.00","53","67","39"
"WA007401540","WINDHOEK, WA","2000-06-24","0.00","59","74","44"
"WA007401540","WINDHOEK, WA","2000-06-25","0.00","62","76","48"
"WA007401540","WINDHOEK, WA","2000-06-26","0.00","63","76","48"
"WA007401540","WINDHOEK, WA","2000-06-27","0.00","60","73","47"
"WA007401540","WINDHOEK, WA","2000-06-28","0.00","57","72","44"
"WA007401540","WINDHOEK, WA","2000-06-29","0.00","58","71","46"
"WA007401540","WINDHOEK, WA","2000-06-30","0.00","56","72","41"
"WA007401540","WINDHOEK, WA","2000-07-01","0.00","52","67","41"
"WA007401540","WINDHOEK, WA","2000-07-02","0.00","52","65","41"
"WA007401540","WINDHOEK, WA","2000-07-03","0.00","52","64","41"
"WA007401540","WINDHOEK, WA","2000-07-04","0.00","54","65","45"
"WA007401540","WINDHOEK, WA","2000-07-05","0.00","55","63","45"
"WA007401540","WINDHOEK, WA","2000-07-06","0.00","56","68","46"
"WA007401540","WINDHOEK, WA","2000-07-07","0.00","55","67","43"
"WA007401540","WINDHOEK, WA","2000-07-08","0.00","55","67","44"
"WA007401540","WINDHOEK, WA","2000-07-09","0.00","56","65","44"
"WA007401540","WINDHOEK, WA","2000-07-10","0.00","56","66","44"
"WA007401540","WINDHOEK, WA","2000-07-11","0.00","55","68","45"
"WA007401540","WINDHOEK, WA","2000-07-12","0.00","57","70","45"
"WA007401540","WINDHOEK, WA","2000-07-13","0.00","60","73","46"
"WA007401540","WINDHOEK, WA","2000-07-14","0.00","57","69","45"
"WA007401540","WINDHOEK, WA","2000-07-15","0.00","55","72","36"
"WA007401540","WINDHOEK, WA","2000-07-16","0.00","58","74","40"
"WA007401540","WINDHOEK, WA","2000-07-17","0.00","47","73","43"
"WA007401540","WINDHOEK, WA","2000-07-18","0.00",,"73","46"
"WA007401540","WINDHOEK, WA","2000-07-19","0.00",,"73","47"
"WA007401540","WINDHOEK, WA","2000-07-20","0.00",,"70","42"
"WA007401540","WINDHOEK, WA","2000-07-21","0.00","64","74","42"
"WA007401540","WINDHOEK, WA","2000-07-22","0.00",,"76","48"
"WA007401540","WINDHOEK, WA","2000-07-23","0.00",,"75","49"
"WA007401540","WINDHOEK, WA","2000-07-24","0.00","62","72","51"
"WA007401540","WINDHOEK, WA","2000-07-25","0.00","55","73","49"
"WA007401540","WINDHOEK, WA","2000-07-26","0.00",,"71","50"
"WA007401540","WINDHOEK, WA","2000-07-27","0.00",,"69","49"
"WA007401540","WINDHOEK, WA","2000-07-28","0.00",,"69","46"
"WA007401540","WINDHOEK, WA","2000-07-29","0.00","58","70","44"
"WA007401540","WINDHOEK, WA","2000-07-30","0.00","60","72","47"
"WA007401540","WINDHOEK, WA","2000-07-31","0.00","70","73","45"
"WA007401540","WINDHOEK, WA","2000-08-01","0.00","66","74","46"
"WA007401540","WINDHOEK, WA","2000-08-02","0.00","59","73","47"
"WA007401540","WINDHOEK, WA","2000-08-03","0.00",,"73","40"
"WA007401540","WINDHOEK, WA","2000-08-04","0.00","59","71","43"
"WA007401540","WINDHOEK, WA","2000-08-05","0.00","62","77","49"
"WA007401540","WINDHOEK, WA","2000-08-06","0.00","61","77","52"
"WA007401540","WINDHOEK, WA","2000-08-07","0.00",,"75","52"
"WA007401540","WINDHOEK, WA","2000-08-08","0.00","61","75","48"
"WA007401540","WINDHOEK, WA","2000-08-09","0.00",,"73","46"
"WA007401540","WINDHOEK, WA","2000-08-10","0.00","60","74","46"
"WA007401540","WINDHOEK, WA","2000-08-11","0.00","58","72","53"
"WA007401540","WINDHOEK, WA","2000-08-12","0.00","63","69","46"
"WA007401540","WINDHOEK, WA","2000-08-13","0.00","61","71","46"
"WA007401540","WINDHOEK, WA","2000-08-14","0.00","58","69","47"
"WA007401540","WINDHOEK, WA","2000-08-15","0.00","59","69","48"
"WA007401540","WINDHOEK, WA","2000-08-16","0.00","59","70","47"
"WA007401540","WINDHOEK, WA","2000-08-17","0.00","61","72","47"
"WA007401540","WINDHOEK, WA","2000-08-18","0.00","62","74","48"
"WA007401540","WINDHOEK, WA","2000-08-19","0.00","57","76","50"
"WA007401540","WINDHOEK, WA","2000-08-20","0.00","65","78","53"
"WA007401540","WINDHOEK, WA","2000-08-21","0.00","69","79","50"
"WA007401540","WINDHOEK, WA","2000-08-22","0.00","69","80","57"
"WA007401540","WINDHOEK, WA","2000-08-23","0.00","70","80","59"
"WA007401540","WINDHOEK, WA","2000-08-24","0.00","68","81","54"
"WA007401540","WINDHOEK, WA","2000-08-25","0.00","68","80","53"
"WA007401540","WINDHOEK, WA","2000-08-26","0.00","67","78","53"
"WA007401540","WINDHOEK, WA","2000-08-27","0.00","67","78","53"
"WA007401540","WINDHOEK, WA","2000-08-28","0.00","65","75","54"
"WA007401540","WINDHOEK, WA","2000-08-29","0.00","67","77","52"
"WA007401540","WINDHOEK, WA","2000-08-30","0.00","67","78","54"
"WA007401540","WINDHOEK, WA","2000-08-31","0.00","68","80","53"
"WA007401540","WINDHOEK, WA","2000-09-01","0.00","71","82","57"
"WA007401540","WINDHOEK, WA","2000-09-02","0.00","68","81","57"
"WA007401540","WINDHOEK, WA","2000-09-03","0.00","63","77","52"
"WA007401540","WINDHOEK, WA","2000-09-04","0.00","62","75","52"
"WA007401540","WINDHOEK, WA","2000-09-05","0.00","67","80","52"
"WA007401540","WINDHOEK, WA","2000-09-06","0.00","71","85","57"
"WA007401540","WINDHOEK, WA","2000-09-07","0.00","71","85","60"
"WA007401540","WINDHOEK, WA","2000-09-08","0.00","73","86","58"
"WA007401540","WINDHOEK, WA","2000-09-09","0.00","74","86","57"
"WA007401540","WINDHOEK, WA","2000-09-10","0.00","73","86","64"
"WA007401540","WINDHOEK, WA","2000-09-11","0.00","68","83","52"
"WA007401540","WINDHOEK, WA","2000-09-12","0.00","71","87","56"
"WA007401540","WINDHOEK, WA","2000-09-13","0.00","72","85","61"
"WA007401540","WINDHOEK, WA","2000-09-14","0.00","60","75","52"
"WA007401540","WINDHOEK, WA","2000-09-15","0.00",,"72","46"
"WA007401540","WINDHOEK, WA","2000-09-16","0.00","47","58","39"
"WA007401540","WINDHOEK, WA","2000-09-17","0.00","64","75","36"
"WA007401540","WINDHOEK, WA","2000-09-18","0.00","58","69","43"
"WA007401540","WINDHOEK, WA","2000-09-19","0.00","59","76","44"
"WA007401540","WINDHOEK, WA","2000-09-20","0.00","68","84","49"
"WA007401540","WINDHOEK, WA","2000-09-21","0.00",,"84","52"
"WA007401540","WINDHOEK, WA","2000-09-22","0.00","80","85","54"
"WA007401540","WINDHOEK, WA","2000-09-23","0.00","75","85","59"
"WA007401540","WINDHOEK, WA","2000-09-24","0.00","75","86","56"
"WA007401540","WINDHOEK, WA","2000-09-25","0.00","74","86","56"
"WA007401540","WINDHOEK, WA","2000-09-26","0.00","77","86","59"
"WA007401540","WINDHOEK, WA","2000-09-27","0.00","74","88","59"
"WA007401540","WINDHOEK, WA","2000-09-28","0.00","77","90","61"
"WA007401540","WINDHOEK, WA","2000-09-29","0.00","76","77","64"
"WA007401540","WINDHOEK, WA","2000-09-30","0.00","73","87","57"
"WA007401540","WINDHOEK, WA","2000-10-01","0.00","76","89","63"
"WA007401540","WINDHOEK, WA","2000-10-02","0.00","80","91","68"
"WA007401540","WINDHOEK, WA","2000-10-03","0.00","78","91","68"
"WA007401540","WINDHOEK, WA","2000-10-04","0.00","81","90","66"
"WA007401540","WINDHOEK, WA","2000-10-05","0.00","78","91","62"
"WA007401540","WINDHOEK, WA","2000-10-06","0.00","76","90","63"
"WA007401540","WINDHOEK, WA","2000-10-07","0.00","77","89","69"
"WA007401540","WINDHOEK, WA","2000-10-08","0.00","72","86","58"
"WA007401540","WINDHOEK, WA","2000-10-09","0.00","73","89","58"
"WA007401540","WINDHOEK, WA","2000-10-10","0.00","77","91","62"
"WA007401540","WINDHOEK, WA","2000-10-11","0.00","78","90","66"
"WA007401540","WINDHOEK, WA","2000-10-12","0.00","77","87","69"
"WA007401540","WINDHOEK, WA","2000-10-13","0.00","76","87","64"
"WA007401540","WINDHOEK, WA","2000-10-14","0.00","77","88","63"
"WA007401540","WINDHOEK, WA","2000-10-15","0.00","77","90","63"
"WA007401540","WINDHOEK, WA","2000-10-16","0.00","79","89","69"
"WA007401540","WINDHOEK, WA","2000-10-17","0.00","80","89","72"
"WA007401540","WINDHOEK, WA","2000-10-18","0.00","80","90","71"
"WA007401540","WINDHOEK, WA","2000-10-19","0.00","80","90","68"
"WA007401540","WINDHOEK, WA","2000-10-20","0.00","83","92","68"
"WA007401540","WINDHOEK, WA","2000-10-21","0.00","78","90","71"
"WA007401540","WINDHOEK, WA","2000-10-22","0.00","72","85","64"
"WA007401540","WINDHOEK, WA","2000-10-23","0.00","69","85","60"
"WA007401540","WINDHOEK, WA","2000-10-24","0.00","69","85","57"
"WA007401540","WINDHOEK, WA","2000-10-25","0.00","74","86","56"
"WA007401540","WINDHOEK, WA","2000-10-26","0.00","71","84","55"
"WA007401540","WINDHOEK, WA","2000-10-27","0.00","75","88","60"
"WA007401540","WINDHOEK, WA","2000-10-28","0.00","77","90","61"
"WA007401540","WINDHOEK, WA","2000-10-29","0.00","76","89","60"
"WA007401540","WINDHOEK, WA","2000-10-30","0.00","78","91","63"
"WA007401540","WINDHOEK, WA","2000-10-31","0.00","75","91","65"
"WA007401540","WINDHOEK, WA","2000-11-01","0.00","72","86","55"
"WA007401540","WINDHOEK, WA","2000-11-02","0.00","69","81","59"
"WA007401540","WINDHOEK, WA","2000-11-03","0.00","64","79","52"
"WA007401540","WINDHOEK, WA","2000-11-04","0.00","68","83","47"
"WA007401540","WINDHOEK, WA","2000-11-05","0.00","75","87","56"
"WA007401540","WINDHOEK, WA","2000-11-06","0.00","75","87","61"
"WA007401540","WINDHOEK, WA","2000-11-07","0.00","76","89","62"
"WA007401540","WINDHOEK, WA","2000-11-08","0.00","81","91","63"
"WA007401540","WINDHOEK, WA","2000-11-09","0.00","76","94","62"
"WA007401540","WINDHOEK, WA","2000-11-10","0.00","78","92","61"
"WA007401540","WINDHOEK, WA","2000-11-11","0.00","74","91","62"
"WA007401540","WINDHOEK, WA","2000-11-12","0.00","72","83","56"
"WA007401540","WINDHOEK, WA","2000-11-13","0.00","72","87","56"
"WA007401540","WINDHOEK, WA","2000-11-14","0.00","76","91","62"
"WA007401540","WINDHOEK, WA","2000-11-15","0.00","78","92","65"
"WA007401540","WINDHOEK, WA","2000-11-16","0.00","75","90","62"
"WA007401540","WINDHOEK, WA","2000-11-17","0.00","65","77","53"
"WA007401540","WINDHOEK, WA","2000-11-18","0.00","65","82","49"
"WA007401540","WINDHOEK, WA","2000-11-19","0.00","67","82","53"
"WA007401540","WINDHOEK, WA","2000-11-20","0.00","72","85","56"
"WA007401540","WINDHOEK, WA","2000-11-21","0.00","74","86","60"
"WA007401540","WINDHOEK, WA","2000-11-22","0.00","78","89","65"
"WA007401540","WINDHOEK, WA","2000-11-23","0.00","78","91","64"
"WA007401540","WINDHOEK, WA","2000-11-24","0.00","75","90","62"
"WA007401540","WINDHOEK, WA","2000-11-25","0.00","76","92","65"
"WA007401540","WINDHOEK, WA","2000-11-26","0.00","76","90","60"
"WA007401540","WINDHOEK, WA","2000-11-27","0.00","73","90","56"
"WA007401540","WINDHOEK, WA","2000-11-28","0.00","74","90","58"
"WA007401540","WINDHOEK, WA","2000-11-29","0.00","77","90","65"
"WA007401540","WINDHOEK, WA","2000-11-30","1.10","74","89","67"
"WA007401540","WINDHOEK, WA","2000-12-01","0.00","78","88","64"
"WA007401540","WINDHOEK, WA","2000-12-02","0.00","76","89","65"
"WA007401540","WINDHOEK, WA","2000-12-03","0.00","78","93","69"
"WA007401540","WINDHOEK, WA","2000-12-04","0.00","79","94","71"
"WA007401540","WINDHOEK, WA","2000-12-05","0.00","76","91","63"
"WA007401540","WINDHOEK, WA","2000-12-06","0.00","76","90","65"
"WA007401540","WINDHOEK, WA","2000-12-07","0.00","76","84","65"
"WA007401540","WINDHOEK, WA","2000-12-08","0.00","75","88","64"
"WA007401540","WINDHOEK, WA","2000-12-09","0.00","71","86","56"
"WA007401540","WINDHOEK, WA","2000-12-10","0.00","73","87","58"
"WA007401540","WINDHOEK, WA","2000-12-11","0.00","77","88","60"
"WA007401540","WINDHOEK, WA","2000-12-12","0.00","79","90","64"
"WA007401540","WINDHOEK, WA","2000-12-13","0.00","80","90","67"
"WA007401540","WINDHOEK, WA","2000-12-14","0.00","78","89","64"
"WA007401540","WINDHOEK, WA","2000-12-15","0.00","78","90","62"
"WA007401540","WINDHOEK, WA","2000-12-16","0.00","81","92","64"
"WA007401540","WINDHOEK, WA","2000-12-17","0.00","81","90","71"
"WA007401540","WINDHOEK, WA","2000-12-18","0.08","74","90","65"
"WA007401540","WINDHOEK, WA","2000-12-19","0.08","73","90","62"
"WA007401540","WINDHOEK, WA","2000-12-20","0.00","79","90","65"
"WA007401540","WINDHOEK, WA","2000-12-21","0.00","78","91","62"
"WA007401540","WINDHOEK, WA","2000-12-22","0.00","78","91","63"
"WA007401540","WINDHOEK, WA","2000-12-23","0.00","76","93","65"
"WA007401540","WINDHOEK, WA","2000-12-24","0.00","77","90","69"
"WA007401540","WINDHOEK, WA","2000-12-25","0.00","78","92","67"
"WA007401540","WINDHOEK, WA","2000-12-26","0.00","78","90","65"
"WA007401540","WINDHOEK, WA","2000-12-27","0.00","75","91","60"
"WA007401540","WINDHOEK, WA","2000-12-28","0.00","80","93","61"
"WA007401540","WINDHOEK, WA","2000-12-29","0.00","78","94","65"
"WA007401540","WINDHOEK, WA","2000-12-30","0.00","82","94","66"
"WA007401540","WINDHOEK, WA","2000-12-31","0.00","79","93","63"
"WA007401540","WINDHOEK, WA","2001-01-01","0.00","78","88","63"
"WA007401540","WINDHOEK, WA","2001-01-02","0.00","73","87","61"
"WA007401540","WINDHOEK, WA","2001-01-03","0.00","74","90","62"
"WA007401540","WINDHOEK, WA","2001-01-04","0.00","79","93","64"
"WA007401540","WINDHOEK, WA","2001-01-05","0.00","82","92","66"
"WA007401540","WINDHOEK, WA","2001-01-06","0.00","82","94","68"
"WA007401540","WINDHOEK, WA","2001-01-07","0.00","81","97","68"
"WA007401540","WINDHOEK, WA","2001-01-08","0.00","83","96","72"
"WA007401540","WINDHOEK, WA","2001-01-09","0.00","85","98","69"
"WA007401540","WINDHOEK, WA","2001-01-10","0.00","83","98","71"
"WA007401540","WINDHOEK, WA","2001-01-11","0.00","76","93","69"
"WA007401540","WINDHOEK, WA","2001-01-12","0.71","77","92","67"
"WA007401540","WINDHOEK, WA","2001-01-13","0.00","76","89","63"
"WA007401540","WINDHOEK, WA","2001-01-14","0.00","76","89","58"
"WA007401540","WINDHOEK, WA","2001-01-15","0.00","75","90","60"
"WA007401540","WINDHOEK, WA","2001-01-16","0.00","80","92","64"
"WA007401540","WINDHOEK, WA","2001-01-17","0.00","80","94","59"
"WA007401540","WINDHOEK, WA","2001-01-18","0.00","76","92","60"
"WA007401540","WINDHOEK, WA","2001-01-19","0.00","76","91","67"
"WA007401540","WINDHOEK, WA","2001-01-20","0.04","76","91","70"
"WA007401540","WINDHOEK, WA","2001-01-21","0.00","75","91","64"
"WA007401540","WINDHOEK, WA","2001-01-22","0.00","72","81","64"
